1	2	0.946
3	4	0.932
5	2	0.929
1	5	0.928
6	2	0.927
1	6	0.927
7	5	0.926
7	2	0.926
1	7	0.925
8	2	0.917
1	8	0.917
9	4	0.913
10	11	0.912
9	3	0.912
12	13	0.91
6	5	0.91
9	14	0.908
7	8	0.907
7	6	0.907
15	16	0.906
17	18	0.904
19	15	0.904
14	20	0.903
21	22	0.903
23	24	0.902
25	26	0.902
27	28	0.901
29	30	0.901
31	2	0.901
29	15	0.901
32	33	0.9
34	35	0.9
18	24	0.899
1	31	0.899
6	9	0.898
1	20	0.897
8	5	0.897
20	2	0.897
36	8	0.897
13	37	0.897
26	38	0.896
17	24	0.896
7	31	0.896
39	40	0.895
41	26	0.895
42	9	0.895
38	11	0.895
15	30	0.895
43	35	0.895
38	10	0.894
6	8	0.894
44	45	0.893
12	37	0.893
29	46	0.893
27	47	0.893
15	48	0.893
49	4	0.893
50	30	0.893
21	45	0.892
49	3	0.891
50	48	0.891
30	48	0.891
42	6	0.891
51	18	0.89
14	4	0.89
19	16	0.89
21	38	0.89
28	40	0.89
39	52	0.89
7	20	0.889
26	11	0.888
37	53	0.888
12	53	0.888
54	55	0.888
14	3	0.888
26	10	0.888
27	40	0.887
56	47	0.887
23	18	0.887
20	5	0.886
50	15	0.886
57	58	0.885
59	60	0.885
51	17	0.885
61	15	0.885
27	39	0.885
31	5	0.884
39	28	0.883
52	56	0.883
62	19	0.883
13	53	0.883
9	2	0.883
36	2	0.883
1	9	0.883
22	44	0.883
1	36	0.883
6	4	0.883
6	31	0.882
8	20	0.882
23	17	0.882
43	34	0.882
22	11	0.882
8	4	0.882
51	24	0.882
63	46	0.882
27	52	0.882
29	16	0.882
22	10	0.882
61	29	0.881
64	65	0.881
29	48	0.881
66	61	0.881
51	67	0.88
68	29	0.88
51	23	0.88
21	44	0.88
52	69	0.88
34	70	0.88
8	31	0.88
6	20	0.879
52	28	0.879
36	31	0.879
71	54	0.879
72	30	0.878
68	16	0.878
62	73	0.878
22	38	0.877
21	26	0.877
71	55	0.877
6	14	0.877
9	20	0.877
74	53	0.877
21	11	0.877
1	42	0.876
12	75	0.876
31	20	0.876
42	2	0.876
76	53	0.876
6	3	0.876
7	36	0.876
19	30	0.876
25	38	0.876
42	4	0.875
19	61	0.875
8	3	0.875
29	50	0.874
77	78	0.874
66	29	0.874
19	48	0.874
79	78	0.874
28	47	0.874
80	81	0.874
12	74	0.874
27	69	0.873
42	3	0.873
82	30	0.873
42	14	0.873
27	56	0.873
22	45	0.873
61	16	0.872
21	10	0.872
42	20	0.872
28	69	0.872
41	25	0.872
15	46	0.872
83	39	0.872
12	76	0.872
49	8	0.871
84	14	0.871
85	41	0.871
