1	62 
2	17 
3	20 27 72 
4	4 
5	13 36 62 
6	10 
7	47 48 61 
8	56 
9	26 32 34 
10	8 54 64 
11	65 
12	38 
13	25 60 69 
14	31 
15	57 
16	54 
17	52 
18	36 
19	19 
20	8 
21	31 
22	37 
23	4 
24	30 
25	20 
26	14 18 52 
27	14 32 72 
28	72 
29	31 
30	15 
31	3 
32	10 
33	44 55 59 
34	67 
35	5 
36	46 
37	61 
38	29 
39	18 
40	10 
41	36 
42	61 
43	72 
44	60 
45	67 
46	53 
47	11 
48	46 
49	71 
50	31 32 71 
51	43 
52	67 
53	4 
54	51 
55	15 
56	25 
57	65 
58	33 
59	32 38 47 
60	61 
61	13 51 72 
62	49 
63	54 
64	34 
65	2 8 17 
66	14 15 43 
67	69 
68	5 59 63 
69	15 
70	46 66 69 
71	56 
72	20 
73	33 70 71 
74	11 35 57 
75	35 
76	31 
77	20 
78	67 
79	43 
80	5 
81	27 
82	57 
83	48 
84	32 34 49 
85	40 
86	55 
87	59 
88	11 
89	15 
90	28 
91	1 
92	50 
93	37 
94	44 
95	52 
96	38 
97	11 
98	62 
99	28 58 60 
100	15 
101	8 
102	11 58 64 
103	6 13 46 
104	38 
105	13 33 68 
106	27 
107	54 
108	28 51 56 
109	8 
110	46 
111	34 
112	9 
113	15 30 44 
114	7 21 24 
115	13 30 65 
116	31 
117	68 
118	30 44 50 
119	8 
120	1 71 72 
121	59 
122	35 37 53 
123	30 
124	59 
125	56 
126	21 27 37 
127	63 
128	15 
129	16 54 70 
130	12 
131	17 20 25 
132	72 
133	69 
134	1 
135	13 
136	12 
137	59 
138	38 
139	27 
140	24 56 67 
141	56 
142	5 
143	5 
144	14 44 45 
145	56 
146	72 
147	57 
148	14 
149	34 
150	1 20 57 
151	62 
152	3 5 6 
153	43 
154	13 32 45 
155	51 
156	19 22 24 
157	63 64 68 
158	1 
159	45 
160	70 
161	24 35 57 
162	64 
163	37 
164	54 
165	11 
166	15 
167	38 
168	51 
169	7 13 64 
170	57 
171	51 
172	8 43 61 
173	4 
174	32 
175	4 
176	70 
177	36 
178	69 
179	15 51 60 
180	9 48 62 
181	13 15 37 
182	4 
183	29 
184	8 
185	39 
186	39 44 49 
187	51 
188	38 
189	40 
190	40 
191	53 
192	34 
193	30 54 57 
194	3 
195	37 
196	9 
197	59 
198	4 16 65 
199	36 
200	37 
201	13 14 70 
202	60 
203	15 17 62 
204	70 
205	20 
206	37 
207	57 
208	49 
209	18 
210	12 
211	51 
212	56 
213	21 41 62 
214	55 
215	32 
216	5 
217	51 
218	31 40 58 
219	42 55 61 
220	52 
221	4 
222	60 
223	52 
224	54 
225	57 
226	21 
227	59 
228	2 25 68 
229	60 
230	4 31 61 
231	55 
232	65 
233	63 
234	59 
235	19 21 68 
236	44 
237	51 
238	26 
239	54 
240	36 
241	53 
242	17 54 71 
243	4 20 44 
244	15 21 47 
245	70 
246	44 
247	17 
248	15 
249	70 
250	34 44 64 
251	43 
252	71 
253	66 
254	13 36 48 
255	32 
256	45 
257	48 
258	10 
259	15 
260	47 
261	25 
262	5 
263	40 
264	1 39 67 
265	44 
266	71 
267	18 19 36 
268	35 
269	19 37 69 
270	62 
271	43 
272	8 
273	40 
274	18 
275	5 
276	29 
277	23 24 69 
278	32 
279	4 
280	45 
281	2 6 10 
282	52 
283	35 
284	7 
285	1 
286	41 
287	25 
288	24 53 57 
289	27 
290	13 
291	61 
292	65 
293	50 
294	40 
295	5 
296	70 
297	4 
298	46 
299	65 
300	21 
301	68 
302	15 21 67 
303	51 
304	61 
305	28 
306	59 
307	60 
308	31 
309	37 
310	25 
311	52 
312	12 18 30 
313	28 
314	10 
315	63 
316	35 
317	10 
318	27 36 54 
319	58 
320	29 35 61 
321	48 
322	71 
323	30 60 70 
324	66 
325	7 31 37 
326	53 
327	7 10 15 
328	11 
329	57 
330	63 
331	62 
332	4 13 58 
333	16 
334	27 
335	21 
336	8 
337	10 30 65 
338	48 
339	25 
340	21 
