1	197
1	230
1	501
1	546
1	620
1	718
1	936
1	946
1	950
1	1134
1	1411
1	1586
2	34
2	207
2	411
2	544
2	734
2	798
2	956
2	998
2	1199
2	1255
2	1437
2	1584
3	181
3	207
3	661
3	686
3	697
3	904
3	1045
3	1214
3	1278
3	1413
3	1600
3	1634
4	346
4	583
4	709
4	717
4	775
4	807
4	1137
4	1156
4	1457
4	1517
4	1565
4	1651
5	125
5	353
5	472
5	562
5	732
5	850
5	940
5	965
5	1085
5	1286
5	1428
5	1438
6	312
6	463
6	1042
6	1048
6	1124
6	1378
6	1427
6	1470
6	1498
6	1501
6	1593
6	1679
7	479
7	590
7	774
7	843
7	984
7	995
7	1129
7	1170
7	1222
7	1303
7	1320
7	1668
8	237
8	396
8	513
8	820
8	933
8	997
8	1142
8	1256
8	1332
8	1390
8	1391
8	1656
9	87
9	214
9	358
9	451
9	736
9	867
9	925
9	1061
9	1076
9	1123
9	1126
9	1491
10	220
10	422
10	701
10	777
10	792
10	898
10	923
10	1271
10	1319
10	1381
10	1595
10	1675
11	52
11	350
11	447
11	452
11	533
11	1034
11	1193
11	1268
11	1490
11	1563
11	1625
11	1626
12	34
12	67
12	414
12	511
12	753
12	796
12	886
12	919
12	1283
12	1417
12	1437
12	1643
13	17
13	363
13	383
13	663
13	701
13	758
13	777
13	995
13	1099
13	1271
13	1419
13	1523
14	348
14	439
14	471
14	617
14	672
14	743
14	860
14	1284
14	1342
14	1346
14	1482
14	1577
15	154
15	272
15	440
15	582
15	632
15	705
15	731
15	742
15	828
15	1237
15	1286
15	1595
16	75
16	505
16	542
16	605
16	649
16	787
16	806
16	972
16	1055
16	1198
16	1208
16	1380
17	13
17	134
17	173
17	218
17	254
17	327
17	662
17	1143
17	1230
17	1375
17	1412
17	1440
18	118
18	163
18	612
18	868
18	974
18	1119
18	1409
18	1424
18	1459
18	1492
18	1616
18	1661
19	96
19	171
19	186
19	549
19	687
19	833
19	839
19	945
19	1245
19	1593
19	1644
19	1647
20	33
20	61
20	251
20	258
20	622
20	823
20	1113
20	1382
20	1540
20	1553
20	1579
