1	3 14 15 
2	14 
3	3 
4	6 
5	8 
6	14 
7	3 
8	7 
9	12 
10	3 
11	12 
12	10 
13	9 
14	3 
15	4 6 8 
16	6 
17	6 
18	15 
19	15 
20	1 
21	15 
22	13 
23	3 
24	15 
25	6 13 15 
26	1 6 14 
27	9 
28	5 
29	14 
30	4 
31	7 
32	1 
33	5 6 12 
34	8 
35	9 
36	1 
37	15 
38	4 
39	12 
40	12 
41	10 
42	8 9 14 
43	14 
44	12 
45	11 
46	9 
47	10 
48	8 
49	3 
50	3 6 12 
51	8 9 12 
52	3 6 7 
53	8 
54	8 
55	9 
56	3 
57	3 
58	14 
59	4 
60	8 
61	2 9 15 
62	1 6 13 
63	10 
64	4 7 13 
65	11 
66	15 
67	3 
68	2 
69	2 
70	3 
71	12 
72	2 
73	7 
74	3 7 15 
75	4 
76	6 
77	15 
78	12 
79	3 
80	13 
81	3 
82	2 
83	1 
84	6 
85	10 
86	11 
87	4 
88	4 
89	1 9 10 
90	12 
91	4 
92	3 
93	3 
94	1 
95	12 
96	14 
97	14 
98	1 
99	3 11 15 
100	7 8 13 
101	5 
102	9 
103	8 
104	7 
105	5 6 10 
106	12 
107	8 
108	4 7 14 
109	12 
110	6 
111	4 7 9 
112	6 
113	5 
114	10 13 14 
115	3 9 14 
116	5 7 12 
117	4 
118	15 
119	11 
120	9 
121	10 
122	3 
123	3 
124	14 
125	4 13 15 
126	14 
127	6 
128	13 
129	3 
130	2 
131	2 9 15 
132	15 
133	4 13 14 
134	1 3 9 
135	2 4 10 
136	9 
137	1 
138	4 6 15 
139	1 
140	12 
141	14 
142	12 
143	4 
144	2 6 14 
145	5 
146	6 
147	5 
148	2 
149	4 10 11 
150	6 9 15 
151	13 
152	15 
153	9 
154	9 
155	6 
156	8 
157	8 
158	6 8 11 
159	4 
160	3 4 14 
161	4 
162	12 
163	5 
164	15 
165	10 
166	4 6 8 
167	11 
168	12 
169	12 
170	3 
171	1 9 14 
172	15 
173	4 
174	8 9 15 
175	12 
176	4 
177	12 
178	10 
179	6 
180	2 
181	6 
182	10 
183	3 6 12 
184	7 
185	2 
186	14 
187	8 
188	10 
189	3 
190	10 
191	8 12 15 
192	1 4 11 
193	14 
194	2 
195	10 
196	9 12 13 
197	14 
198	3 10 15 
199	8 11 15 
200	11 
201	13 
202	8 12 14 
203	1 
204	2 
205	4 
206	6 9 14 
207	9 
208	15 
209	15 
210	11 
211	12 
212	6 
213	6 
214	9 
215	8 
216	5 6 15 
217	9 
218	14 
219	6 
220	3 
221	2 4 9 
222	5 
223	3 
224	10 
225	4 
226	1 
227	12 
228	10 11 12 
229	3 5 14 
230	11 12 14 
231	1 3 4 
232	10 
233	12 
234	6 
235	7 
236	8 
237	9 
238	4 6 7 
239	11 
240	6 10 14 
241	8 
242	6 
243	9 
244	14 
245	1 3 15 
246	14 
247	6 
248	6 
249	7 
250	7 
251	13 
252	4 
253	12 
254	15 
255	10 
256	4 
257	2 4 9 
258	15 
259	1 
260	9 
261	5 8 10 
262	15 
263	9 
264	2 
265	14 
266	5 8 14 
267	9 
268	12 
269	9 
270	6 
271	9 
272	10 
273	13 
274	14 
275	14 
276	9 
277	9 10 14 
278	6 
279	5 7 12 
280	10 
281	12 
282	10 
283	12 
284	12 
285	9 
286	12 
287	2 12 13 
288	4 
289	15 
290	14 
291	2 
292	13 
293	2 4 15 
294	4 
295	4 
296	1 
297	14 
298	3 
299	14 
300	13 
