1	16 34 40 
2	17 
3	4 
4	7 
5	21 
6	6 13 18 
7	1 2 34 
8	9 
9	22 
10	8 
11	23 
12	7 20 27 
13	2 
14	25 
15	20 
16	2 
17	38 
18	3 28 31 
19	32 
20	25 
21	17 
22	10 
23	18 
24	21 22 40 
25	7 22 39 
26	30 33 39 
27	12 
28	33 
29	28 
30	2 25 37 
31	15 
32	1 
33	8 
34	35 
35	4 
36	6 12 39 
37	13 
38	17 
39	8 
40	27 
41	31 
42	27 
43	22 
44	16 29 33 
45	25 
46	4 6 14 
47	1 9 22 
48	33 
49	1 5 19 
50	31 
51	10 
52	7 
53	32 
54	5 17 21 
55	6 19 21 
56	36 
57	27 
58	33 
59	2 8 37 
60	17 20 24 
61	5 
62	2 3 15 
63	10 
64	12 29 30 
65	14 
66	4 
67	5 9 41 
68	34 
69	6 
70	36 
71	39 
72	11 30 38 
73	20 22 41 
74	7 
75	22 25 26 
76	5 
77	41 
78	17 
79	22 
80	7 
81	7 20 37 
82	21 
83	25 36 41 
84	26 
85	17 
86	33 
87	2 26 29 
88	32 
89	4 27 32 
90	8 
91	16 
92	9 
93	18 
94	9 
95	9 
96	24 
97	5 6 33 
98	6 30 33 
99	4 29 39 
100	35 
101	38 
102	11 
103	23 
104	1 6 10 
105	6 19 23 
106	37 
107	35 
108	13 
109	30 
110	17 
111	1 31 34 
112	21 
113	26 
114	30 
115	1 12 13 
116	2 14 21 
117	37 
118	2 21 25 
119	11 27 41 
120	10 13 35 
121	32 
122	18 
123	35 
124	27 
125	22 
126	10 11 24 
127	11 
128	11 
129	41 
130	12 
131	14 23 41 
132	30 
133	38 
134	41 
135	25 
136	9 19 24 
137	6 
138	39 
139	6 
140	10 23 36 
141	14 15 23 
142	4 16 21 
143	22 
144	1 18 35 
145	1 30 32 
146	25 33 36 
147	16 
148	1 23 39 
149	2 
150	32 
151	26 
152	14 
153	39 
154	13 16 23 
155	8 12 31 
156	39 
157	11 
158	6 8 25 
159	30 32 36 
160	18 
161	11 
162	20 
163	16 33 40 
164	26 
165	23 29 35 
166	1 6 10 
167	3 
168	2 
169	28 
170	23 38 39 
171	7 
172	8 
173	20 
174	12 16 41 
175	24 
176	13 
177	3 10 24 
178	14 
179	24 
180	7 
181	22 
182	23 
183	31 
184	3 9 24 
185	34 
186	28 
187	26 
188	2 22 34 
189	29 30 32 
190	6 
191	33 
192	13 
193	2 3 30 
194	35 
195	1 36 38 
196	20 
197	26 
198	3 4 23 
199	26 
200	3 33 41 
201	10 
202	9 
203	9 
204	29 
205	5 
206	8 
207	13 
208	22 
209	3 
210	22 
211	35 
212	9 
213	18 23 31 
214	6 
215	10 
216	13 
217	26 37 41 
218	19 25 31 
219	37 
220	30 
221	6 7 21 
222	35 
223	1 28 40 
224	23 
225	8 
226	10 36 41 
227	15 
228	6 
229	3 
230	18 
231	25 
232	20 
233	16 
234	11 21 35 
235	6 10 27 
236	3 
237	5 6 7 
238	19 
239	14 18 29 
240	13 24 31 
241	7 14 31 
242	36 
243	21 
244	6 14 34 
245	3 
246	24 
247	10 
248	3 
249	11 
250	10 20 41 
251	9 13 15 
252	15 
253	4 
254	16 
255	7 36 40 
256	27 
257	10 33 39 
258	32 
259	11 40 41 
260	1 29 32 
261	41 
262	22 
263	14 18 27 
264	16 
265	11 29 36 
266	5 
267	35 
268	39 
269	29 
270	23 
271	27 
272	19 33 41 
273	18 30 40 
274	14 
275	4 17 20 
276	7 
277	4 
278	36 
279	23 
280	40 
281	12 
282	7 
283	35 
284	15 
285	1 10 14 
286	40 
287	37 
288	14 22 28 
289	16 
290	23 
291	10 22 33 
