1	27 
2	25 
3	10 
4	11 16 24 
5	18 
6	30 
7	28 
8	29 
9	6 
10	26 
11	17 
12	24 
13	10 
14	17 
15	12 
16	17 
17	16 
18	6 
19	15 24 27 
20	23 
21	14 
22	28 
23	22 
24	2 11 26 
25	12 22 23 
26	21 
27	9 10 20 
28	12 16 26 
29	16 
30	30 
31	13 
32	17 
33	8 
34	26 
35	16 
36	10 
37	9 10 16 
38	23 
39	2 
40	8 12 15 
41	22 
42	24 
43	11 
44	23 
45	11 
46	30 
47	28 
48	18 
49	11 
50	6 
51	2 10 29 
52	2 11 23 
53	6 21 24 
54	10 23 29 
55	15 
56	12 
57	10 
58	24 
59	4 
60	16 
61	1 
62	4 
63	28 
64	17 
65	17 
66	8 
67	20 
68	22 
69	21 
70	13 23 25 
71	2 
72	26 
73	20 
74	17 
75	19 
76	11 
77	17 19 21 
78	23 
79	21 
80	17 
81	30 
82	4 
83	14 16 19 
84	4 
85	4 
86	20 
87	17 
88	30 
89	26 
90	8 
91	10 
92	4 
93	9 15 29 
94	20 
95	17 
96	6 
97	20 
98	6 
99	8 
100	4 
101	13 
102	20 
103	7 
104	28 
105	3 
106	13 
107	14 
108	9 
109	29 
110	6 
111	10 
112	28 
113	6 17 19 
114	30 
115	18 
116	1 5 29 
117	30 
118	19 
119	9 
120	14 
121	29 
122	6 9 30 
123	25 
124	27 
125	8 
126	30 
127	1 
128	4 5 16 
129	10 
130	1 
131	15 
132	11 
133	19 
134	1 10 13 
135	21 
136	30 
137	18 
138	8 12 28 
139	10 
140	8 23 24 
141	2 
142	14 
143	4 11 21 
144	19 
145	30 
146	21 
147	21 
148	7 20 26 
149	29 
150	19 25 26 
151	5 
152	30 
153	1 
154	15 
155	4 13 16 
156	22 
157	10 
158	22 
159	19 
160	2 6 30 
161	2 
162	14 
163	4 
164	2 10 19 
165	30 
166	1 
167	3 
168	15 
169	2 18 27 
170	29 
171	14 19 26 
172	12 
173	7 
174	24 
175	11 
176	4 
177	7 14 22 
178	4 14 21 
179	30 
180	7 
181	29 
182	22 
183	2 21 23 
184	1 
185	29 
186	9 
187	9 
188	7 
189	2 
190	12 
191	9 
192	27 
193	14 
194	6 
195	12 
196	2 
197	18 20 29 
198	24 
199	7 
200	5 
201	26 
202	29 
203	25 
204	30 
205	15 
206	10 27 29 
207	6 
208	24 
209	15 
210	5 
211	6 9 27 
212	21 
213	2 
214	13 
215	22 
216	28 
217	21 
218	14 
219	6 7 10 
220	3 
221	7 
222	2 17 27 
223	10 
224	8 
225	4 
226	19 
227	29 
228	3 
229	1 15 28 
230	2 
231	29 
232	13 
233	23 
234	30 
235	5 
236	18 
237	22 
238	7 
239	26 
240	16 
241	23 
242	2 
243	5 13 18 
