# Comment
W_N1000_Om3_On300,0.32474,-0.008226163262250388,0.14428571428571427,0.853643,0.8402212803227459,0.14428571428571427,0.623812,0.5028500713082213,0.14428571428571427
W_N3000_Om3_On300,0.846696,0.46853382517622755,0.14064516129032256,0.951738,0.9405433432446114,0.14064516129032256,0.791142,0.767572069032574,0.14064516129032256
W_N6000_Om3_On1800,0.680715,0.24095972002842986,0.2690909090909091,0.800545,0.6996323978550899,0.2690909090909091,0.635512,0.5160732613338322,0.2690909090909091
W_N3000_Om3_On1800,0.302225,0.08529943573581662,0.3399999999999999,0.682657,0.5644308551579459,0.3399999999999999,0.407659,0.28780267318453745,0.3399999999999999
W_N3000_Om3_On900,0.566179,0.15384970446389354,0.13694444444444442,0.809049,0.6990823236966519,0.13694444444444442,0.648599,0.4979736784772038,0.13694444444444442
W_N7000_Om3_On2100,0.707274,0.2761532319222167,0.24533333333333332,0.824626,0.6972210136889769,0.24533333333333332,0.698198,0.5120563401718613,0.24533333333333332
W_N2000_Om3_On600,0.53159,0.10038289975816306,0.1406896551724138,0.808157,0.7397579855643952,0.1406896551724138,0.652985,0.5171611483264771,0.1406896551724138
W_N3000_Om2_On900,0.71889,0.22187749229823803,0.13378378378378378,0.91026,0.8662850280537887,0.13378378378378378,0.786156,0.6837020818539911,0.13378378378378378
W_N3000_Om3_On1500,0.43716,0.1005227175463477,0.15321428571428572,0.705676,0.5697039336855769,0.15321428571428572,0.549723,0.34904561307172033,0.15321428571428572
W_N4000_Om3_On1200,0.633141,0.19753597306362053,0.1465625,0.812488,0.7000273227687543,0.1465625,0.6801,0.5104582814520536,0.1465625
W_N3000_Om3_On1200,0.501668,0.12939704881527708,0.14147058823529413,0.782105,0.6320381411707181,0.14147058823529413,0.659018,0.4247018111444778,0.14147058823529413
W_N5000_Om3_On1500,0.651522,0.20485086042041842,0.27799999999999997,0.81322,0.6865608472173867,0.27799999999999997,0.662821,0.5067784488210826,0.27799999999999997
W_N3000_Om6_On900,0.381929,0.1696001813004721,0.27799999999999997,0.697493,0.5581240172889756,0.27799999999999997,0.388774,0.24709264646238005,0.27799999999999997
W_N3000_Om5_On900,0.454178,0.18529176759075447,0.3399999999999999,0.749543,0.6429967404136021,0.3399999999999999,0.504985,0.3031980043361783,0.3399999999999999
W_N3000_Om3_On600,0.734235,0.2868024399707749,0.13125,0.874023,0.8107396626305441,0.13125,0.724306,0.6208796193275141,0.13125
W_N3000_Om1_On900,0.98353,0.8702395883976155,0.13806451612903226,1.0,1.0,0.13806451612903226,0.911263,0.9360915688656449,0.13806451612903226
W_N3000_Om4_On900,0.500964,0.17948599647643715,0.13615384615384613,0.812929,0.7311674272261122,0.13615384615384613,0.618722,0.38969806990492145,0.13615384615384613
