1	2	3.15129
1	15	3.71393
1	46	3.77079
1	62	3.79561
1	77	3.88984
1	85	0.889775
1	91	3.94094
1	101	3.94094
1	102	3.97412
1	109	3.94094
1	110	4.1963
2	1	2.70876
2	15	3.27141
2	46	3.32827
2	62	3.35309
2	77	3.44732
2	85	3.49842
2	101	3.49842
2	102	3.49842
2	110	3.80967
2	229	3.92681
2	242	4.08054
3	7	2.81432
3	9	3.11521
3	10	3.24744
3	13	3.33548
3	16	3.21124
3	24	3.33048
3	36	2.35099
3	38	3.48701
3	43	3.21354
3	57	4.19894
3	169	4.17206
3	281	3.24744
4	12	2.59661
4	18	2.83761
4	33	3.36596
4	63	3.45643
4	65	3.48963
4	78	3.72689
4	81	3.42598
4	105	3.66473
4	121	3.86598
4	212	4.12285
4	250	3.97116
5	14	3.95928
5	56	2.94913
5	91	3.13776
5	98	3.32596
5	164	3.32935
5	194	3.99452
5	217	3.67617
5	226	3.79383
5	227	3.67372
5	230	3.7874
5	269	3.62825
6	35	2.94168
6	92	3.17641
6	123	3.14538
6	132	3.3284
6	166	4.23438
6	178	3.91179
6	217	3.64917
6	234	3.49729
6	238	3.59994
6	274	3.69376
6	281	3.79367
7	3	3.38563
7	9	3.68653
7	10	3.81876
7	13	3.9068
7	16	3.23591
7	19	3.78256
7	24	3.9018
7	36	4.05833
7	43	4.37866
7	121	0.483935
7	217	4.74338
7	281	5.02765
8	33	3.13429
8	63	3.22477
8	65	3.25797
8	78	3.57136
8	210	3.7632
8	216	4.0158
8	217	3.58345
8	231	3.74205
8	240	4.70798
8	255	3.62346
8	259	3.78167
8	262	3.88099
9	3	3.38563
9	7	3.21425
9	10	3.34648
9	13	3.43452
9	16	3.31027
9	24	3.42952
9	36	3.58605
9	43	3.59131
9	55	3.31258
9	57	3.78227
9	108	4.29798
9	169	4.2711
10	3	3.68653
10	7	3.21425
10	9	3.64737
10	13	3.73541
10	16	3.61117
10	24	3.73041
10	36	3.88695
10	43	4.20728
10	121	0.532272
10	144	3.59283
11	64	3.15438
11	76	2.82782
11	82	3.58051
11	142	4.761
11	157	3.46672
11	186	3.33382
11	187	3.48647
11	189	3.54851
11	199	3.9467
11	218	3.94945
11	235	4.08475
11	250	4.03052
12	4	2.78193
12	18	3.02293
12	33	3.1792
12	34	3.55127
12	63	3.64175
12	65	3.67495
12	78	3.6113
12	105	3.72594
12	108	4.02084
12	174	4.0513
12	212	4.6946
12	216	4.30817
13	3	3.81876
13	7	3.34648
13	9	3.64737
13	10	3.86764
13	16	3.19675
13	19	3.7434
13	24	3.86264
13	36	4.71928
13	40	4.01917
13	43	4.7311
13	169	4.70422
13	281	0.0198412
14	5	3.60385
14	121	3.38495
14	137	3.39855
14	149	3.43769
14	153	3.4418
14	171	3.81046
14	211	3.93851
14	228	4.82816
14	242	3.67408
14	257	3.73499
14	270	3.80237
14	285	3.84149
15	1	2.70876
15	2	3.35096
15	46	3.40782
15	62	3.43264
15	77	3.52687
15	85	3.57798
15	101	3.57798
15	102	3.57798
15	110	3.60297
15	117	4.78327
15	175	4.01951
15	268	4.2502
16	3	3.9068
16	7	3.43452
16	9	3.73541
16	10	3.86764
16	13	3.28479
16	19	3.83144
16	24	3.95068
16	36	4.10721
16	43	4.30344
16	108	4.42755
16	121	2.66358
16	142	1.94615
17	69	3.26813
17	105	3.18037
17	127	3.38836
17	140	3.41164
17	173	4.61533
17	176	3.47381
17	202	3.64517
17	210	3.66797
17	237	3.70225
17	280	3.93851
17	284	3.9548
17	290	3.65413
18	4	2.78193
18	12	3.00419
18	33	3.02275
18	49	3.53253
18	63	3.62301
18	65	3.65621
18	78	3.70719
18	108	3.8313
18	121	4.00209
18	174	6.49314
18	239	4.28942
18	250	4.13773
19	7	3.19675
19	13	3.28479
19	16	3.43632
19	43	2.96555
19	54	2.30542
19	68	3.67377
19	138	3.67377
19	144	3.53154
19	156	3.67377
19	161	4.02153
19	179	4.02153
19	193	4.27836
19	275	4.15129
20	60	3.48291
20	79	3.61915
20	93	3.65818
20	124	3.7643
20	136	3.91361
20	145	3.91121
20	176	4.21509
20	226	4.29932
20	262	4.40533
20	263	3.42276
20	265	4.29954
20	271	2.44603
20	275	4.11808
21	22	2.79551
21	39	2.93975
21	70	3.48759
21	115	3.4542
21	122	3.3185
21	130	3.57421
21	143	3.57421
21	154	3.82953
21	155	3.57421
21	162	4.3103
22	21	2.79551
22	39	2.93975
22	70	3.48759
22	115	3.4542
22	122	3.3185
22	130	3.57421
22	143	3.57421
22	154	3.82953
22	155	3.57421
22	162	4.07886
23	76	3.11696
23	81	4.85056
23	107	3.22394
23	112	3.39349
23	117	3.58827
23	142	3.93914
23	213	3.63314
23	214	3.95446
23	218	3.70321
23	223	3.71943
23	225	4.03828
23	272	3.70352
23	279	3.96892
24	3	3.78256
24	7	3.31027
24	9	3.61117
24	10	3.7434
24	13	3.83144
24	16	1.93906
24	28	3.82644
24	36	3.98297
24	43	4.17919
24	108	4.3033
24	121	3.5585
24	151	4.6949
24	169	4.66802
25	39	3.86885
25	116	3.59349
25	151	3.72802
25	172	3.98742
25	203	4.02005
25	208	3.75879
25	215	3.89132
25	243	4.07927
25	245	3.93942
25	254	4.24121
25	265	3.99826
25	278	4.00145
25	282	3.90618
26	80	0.0350538
26	88	3.52315
26	92	3.75787
26	123	3.66452
26	139	3.90987
26	166	3.77036
26	189	4.08354
26	196	5.1866
26	225	4.23064
26	234	4.07875
26	238	4.04409
26	255	4.1814
26	274	4.37514
27	52	0.463389
27	58	3.22772
27	64	3.66863
27	112	4.03296
27	142	4.24692
27	167	4.23668
27	170	5.53565
27	175	4.00096
27	199	4.07783
27	214	4.16412
27	225	4.32851
27	233	4.4019
27	235	4.14821
27	279	4.41361
28	24	3.38687
28	72	3.71977
28	124	3.6923
28	133	3.76786
28	141	3.9752
28	145	4.4039
28	169	3.9728
28	176	3.8639
28	191	3.92986
28	194	4.27668
28	226	4.08824
28	247	4.14791
28	251	4.36092
28	262	4.46692
29	37	3.41678
29	44	3.31334
29	45	3.55765
29	47	3.21556
29	49	3.55765
29	50	3.55765
29	55	3.73456
29	96	3.49278
29	104	3.92429
29	180	4.22537
29	212	4.60685
29	217	5.92627
29	227	4.34424
29	234	4.18975
30	47	3.51936
30	114	3.14781
30	118	3.42775
30	128	3.58005
30	141	3.9216
30	159	3.70606
30	164	3.97312
30	209	4.17393
30	227	4.55216
30	241	4.00835
30	277	3.95427
31	35	3.21837
31	60	3.24312
31	79	3.32634
31	90	3.37936
31	93	3.67381
31	145	4.10251
31	169	3.67141
31	176	3.56251
31	191	4.04106
31	216	3.9753
31	226	4.01991
31	240	3.84652
31	251	4.05953
31	262	4.16553
32	42	2.7882
32	51	3.4982
32	85	2.92429
32	88	3.25085
32	120	3.5066
32	138	3.5066
32	144	3.36316
32	146	3.5066
32	161	3.85436
32	179	3.85436
33	4	2.60595
33	8	3.02293
33	12	3.00419
33	18	3.77353
33	63	3.86401
33	65	3.89721
33	78	3.83356
33	105	3.94819
33	108	4.0723
33	121	4.24309
