1	5
1	9
1	14
1	32
1	43
1	50
1	64
1	72
1	82
1	85
1	87
1	96
2	16
2	30
2	40
2	51
2	59
2	63
2	72
2	75
2	78
2	83
2	91
2	93
3	13
3	14
3	15
3	32
3	36
3	59
3	63
3	67
3	72
3	76
3	87
3	90
4	12
4	15
4	17
4	37
4	55
4	63
4	72
4	77
4	83
4	84
4	92
4	95
4	100
5	1
5	7
5	32
5	35
5	43
5	49
5	58
5	68
5	69
5	85
5	96
5	97
5	100
6	10
6	24
6	25
6	35
6	47
6	49
6	65
6	71
6	75
6	81
6	89
6	90
6	96
7	5
7	10
7	13
7	16
7	19
7	20
7	23
7	40
7	44
7	59
7	64
7	86
7	98
7	99
8	11
8	12
8	13
8	18
8	29
8	45
8	46
8	64
8	78
8	79
8	81
8	87
8	88
8	89
9	1
9	19
9	28
9	41
9	59
9	62
9	78
9	81
9	82
9	89
9	93
9	97
9	98
9	99
10	6
10	7
10	12
10	16
10	25
10	27
10	42
10	47
10	58
10	59
10	60
10	71
10	75
10	79
10	96
11	8
11	12
11	21
11	25
11	33
11	40
11	41
11	49
11	52
11	58
11	61
11	64
11	79
11	84
11	86
12	4
12	8
12	10
12	11
12	23
12	37
12	46
12	52
12	64
12	69
12	79
12	81
12	86
12	95
12	97
13	3
13	7
13	8
13	30
13	37
13	41
13	48
13	51
13	52
13	54
13	61
13	65
13	88
13	91
13	93
14	1
14	3
14	17
14	31
14	32
14	35
14	38
14	42
14	43
14	44
14	48
14	55
14	59
14	64
14	91
15	3
15	4
15	17
15	40
15	43
15	46
15	50
15	56
15	59
15	63
15	66
15	81
15	84
15	86
15	89
15	93
16	2
16	7
16	10
16	23
16	24
16	34
16	36
16	51
16	59
16	72
16	73
16	76
16	79
16	86
16	98
16	100
17	4
17	14
17	15
17	42
17	44
17	47
17	48
17	53
17	54
17	62
17	66
17	70
17	74
17	76
17	86
17	100
18	8
18	21
18	36
18	46
18	51
18	52
18	58
18	66
18	67
18	71
18	74
18	77
18	81
18	82
18	88
18	91
19	7
19	9
19	24
19	26
19	47
19	49
19	57
19	60
19	65
19	69
19	71
19	75
19	89
19	96
19	98
19	100
20	7
20	25
20	26
20	36
20	52
20	53
20	56
20	57
20	68
20	70
20	75
20	84
20	88
20	89
20	92
20	98
21	11
21	18
21	51
21	52
21	56
21	58
21	59
21	73
21	78
21	85
21	86
21	88
21	92
21	93
21	96
21	99
22	26
22	31
22	40
22	48
22	54
22	63
22	69
22	70
22	72
22	73
22	77
22	78
22	79
22	80
22	82
22	92
22	94
23	7
23	12
23	16
23	32
23	33
23	38
23	42
23	44
23	45
23	51
23	53
23	61
23	69
23	70
23	73
23	94
23	97
24	6
24	16
24	19
24	27
24	39
24	45
24	47
24	60
24	68
24	71
24	74
24	75
24	78
24	82
24	89
24	90
24	96
25	6
25	10
25	11
25	20
25	27
25	35
25	45
25	47
25	48
25	60
25	74
25	75
25	87
25	90
25	92
25	96
25	98
26	19
26	20
26	22
26	29
26	32
26	35
26	37
26	38
26	39
26	53
26	62
26	64
26	71
26	74
26	77
26	78
26	97
27	10
27	24
27	25
27	32
27	47
27	49
27	60
27	62
27	65
27	69
27	70
27	71
27	75
27	89
27	90
27	96
27	98
28	9
28	34
28	38
28	39
28	43
28	47
28	53
28	54
28	58
28	63
28	69
28	72
28	77
28	80
28	93
28	95
28	99
29	8
29	26
29	30
29	37
29	38
29	53
29	55
29	61
29	68
29	73
29	76
29	77
29	79
29	80
29	83
29	90
29	99
30	2
30	13
30	29
30	33
30	36
30	45
30	46
30	48
30	50
